sample_ID,new_colonynumber,date ,SGD_dil,SGD_number,weight_g,volume_mL,SA_cm2,spc,salinity ,mV,pH,DO_percent,mg_L,temp_C,pH_night,TrisCalDate,phosphate_umolL,silicate_umolL,NN_umolL,ammonia_umolL,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen
Varari_Col1_Dil2_Dark,1,6/17/23,2,0.01,21.364,10,71.65104,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,0.06,4.51,4.67,4.07,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil3_Dark,1,6/17/23,3,0.03,25.9042,11,98.76563,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,0.07,4.53,3.03,4.95,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil4_Dark,1,6/17/23,4,0.05,25.0998,12,92.44792,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,0.08,4.82,1.87,3.32,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil5_Dark,1,6/17/23,5,0.1,24.2234,11,81.38542,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,0.05,5.27,2.5,6.31,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil6_Dark,1,6/17/23,6,0.5,19.381,9,68.07812,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,0.05,7.07,2.23,4.4,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil7_Dark,1,6/17/23,7,1,23.3229,11,120.33854,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,0.07,10.06,2.58,1.99,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil8_Dark,1,6/17/23,8,2,18.0429,11,56.14063,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,0.09,13.55,2.78,3.81,,,,,,,,,,,,,,,,,,
Varari_Col1_Dil9_Dark,1,6/17/23,9,4,22.3262,8,80.58854,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,0.13,22.86,3.21,5.31,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil1_Light,2,6/17/23,1,0,16.4294,4,56.19271,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.09,6/14/23,0.03,4.88,2.52,4.96,0.1040786,0.155314718,0.083356466,0.128188648,0.21665121,0.0287306,0.021499686,0.056875608,0.01442864,0.067512569,0.142874717,0.579524224,1.348186647,2.977514359,0.650264026,9.852919544,0.098645213,36.86098165
Varari_Col2_Dil2_Light,2,6/17/23,2,0.01,13.9719,4,64.28646,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,0.06,4.51,4.67,4.07,0.077855148,0.132592318,0.060234682,0.09444218,0.190770337,0.040852753,0.016940629,0.042454439,0.011874137,0.052091791,0.105396302,0.56039274,0.86827778,2.870859637,0.637794284,9.148461481,0.119821381,30.45880696
Varari_Col2_Dil3_Light,2,6/17/23,3,0.03,17.0568,9,56.57813,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,0.07,4.53,3.03,4.95,0.085213434,0.120094864,0.067658871,0.09868862,0.16574026,0.013343263,0.014697815,0.045599892,0.009817066,0.050031123,0.13014703,0.500950059,1.163226316,3.05747378,0.685579264,7.823758763,0.105483318,27.50755555
Varari_Col2_Dil4_Light,2,6/17/23,4,0.05,24.4993,11,80.22917,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,0.08,4.82,1.87,3.32,0.062861697,0.105097177,0.049975972,0.075537174,0.118947116,0.027190668,0.014242683,0.036273929,0.010010878,0.04439367,0.104535873,0.528170624,1.076960282,2.784974847,0.661607656,6.201683995,0.103376353,22.20358918
Varari_Col2_Dil5_Light,2,6/17/23,5,0.1,17.1579,10,51.08854,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,0.05,5.27,2.5,6.31,0.079154502,0.101126666,0.059579743,0.089496993,0.131928823,0.007230069,0.014339519,0.039174374,0.009465931,0.049513912,0.091600659,0.474397989,1.526978699,3.000671139,0.665717815,6.250449491,0.093529205,23.43486899
Varari_Col2_Dil6_Light,2,6/17/23,6,0.5,22.2006,12,90.94271,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,0.05,7.07,2.23,4.4,0.073847715,0.112410889,0.061580238,0.086611484,0.118719368,0.03494314,0.018689035,0.045514847,0.014095662,0.047657298,0.09205652,0.526891674,1.383652181,2.70901538,0.710993912,6.037106492,0.088745632,22.23328434
Varari_Col2_Dil7_Light,2,6/17/23,7,1,12.5407,2,33.97396,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,0.07,10.06,2.58,1.99,0.09144804,0.119120579,0.069345486,0.09317767,0.128654744,0.041514738,0.015277177,0.044239184,0.010341143,0.056028758,0.088317616,0.426437882,1.636768143,2.914070123,0.744228589,6.645662086,0.0916279,25.24332283
Varari_Col2_Dil8_Light,2,6/17/23,8,2,23.876,11,88.28125,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,0.09,13.55,2.78,3.81,0.065658142,0.081602651,0.05285662,0.080565343,0.115197507,0.017495543,0.013505454,0.038237866,0.009017884,0.041527177,0.094863384,0.560030502,1.249580061,2.692350285,0.656071437,5.445938258,0.089688376,21.43262057
Varari_Col2_Dil9_Light,2,6/17/23,9,4,17.4408,5,60.25521,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,0.13,22.86,3.21,5.31,0.076461099,0.144363436,0.06079772,0.097938422,0.164848298,0.029770244,0.017364882,0.043746896,0.011452002,0.051900371,0.133909788,0.619177434,1.143252101,2.773854572,0.620774961,8.009991851,0.104760712,28.6955812
Varari_Col2_Dil1_Dark,2,6/17/23,1,0,16.4294,4,56.19271,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.09,6/14/23,0.03,4.88,2.52,4.96,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil2_Dark,2,6/17/23,2,0.01,13.9719,4,64.28646,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,0.06,4.51,4.67,4.07,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil3_Dark,2,6/17/23,3,0.03,17.0568,9,56.57813,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,0.07,4.53,3.03,4.95,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil4_Dark,2,6/17/23,4,0.05,24.4993,11,80.22917,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,0.08,4.82,1.87,3.32,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil5_Dark,2,6/17/23,5,0.1,17.1579,10,51.08854,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,0.05,5.27,2.5,6.31,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil6_Dark,2,6/17/23,6,0.5,22.2006,12,90.94271,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,0.05,7.07,2.23,4.4,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil7_Dark,2,6/17/23,7,1,12.5407,2,33.97396,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,0.07,10.06,2.58,1.99,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil8_Dark,2,6/17/23,8,2,23.876,11,88.28125,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,0.09,13.55,2.78,3.81,,,,,,,,,,,,,,,,,,
Varari_Col2_Dil9_Dark,2,6/17/23,9,4,17.4408,5,60.25521,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,0.13,22.86,3.21,5.31,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil1_Light,3,6/17/23,1,0,21.6406,10,88.76563,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.09,6/14/23,0.03,4.88,2.52,4.96,0.1040786,0.155314718,0.083356466,0.128188648,0.21665121,0.0287306,0.021499686,0.056875608,0.01442864,0.067512569,0.142874717,0.579524224,1.348186647,2.977514359,0.650264026,9.852919544,0.098645213,36.86098165
Varari_Col3_Dil2_Light,3,6/17/23,2,0.01,27.1727,11,132.0625,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,0.06,4.51,4.67,4.07,0.077855148,0.132592318,0.060234682,0.09444218,0.190770337,0.040852753,0.016940629,0.042454439,0.011874137,0.052091791,0.105396302,0.56039274,0.86827778,2.870859637,0.637794284,9.148461481,0.119821381,30.45880696
Varari_Col3_Dil3_Light,3,6/17/23,3,0.03,16.6391,15,61.47396,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,0.07,4.53,3.03,4.95,0.085213434,0.120094864,0.067658871,0.09868862,0.16574026,0.013343263,0.014697815,0.045599892,0.009817066,0.050031123,0.13014703,0.500950059,1.163226316,3.05747378,0.685579264,7.823758763,0.105483318,27.50755555
Varari_Col3_Dil4_Light,3,6/17/23,4,0.05,25.2192,11,96.69271,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,0.08,4.82,1.87,3.32,0.062861697,0.105097177,0.049975972,0.075537174,0.118947116,0.027190668,0.014242683,0.036273929,0.010010878,0.04439367,0.104535873,0.528170624,1.076960282,2.784974847,0.661607656,6.201683995,0.103376353,22.20358918
Varari_Col3_Dil5_Light,3,6/17/23,5,0.1,23.7116,10,95.69271,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,0.05,5.27,2.5,6.31,0.079154502,0.101126666,0.059579743,0.089496993,0.131928823,0.007230069,0.014339519,0.039174374,0.009465931,0.049513912,0.091600659,0.474397989,1.526978699,3.000671139,0.665717815,6.250449491,0.093529205,23.43486899
Varari_Col3_Dil6_Light,3,6/17/23,6,0.5,15.7236,3,46.25521,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,0.05,7.07,2.23,4.4,0.073847715,0.112410889,0.061580238,0.086611484,0.118719368,0.03494314,0.018689035,0.045514847,0.014095662,0.047657298,0.09205652,0.526891674,1.383652181,2.70901538,0.710993912,6.037106492,0.088745632,22.23328434
Varari_Col3_Dil7_Light,3,6/17/23,7,1,18.3135,11,56.53646,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,0.07,10.06,2.58,1.99,0.09144804,0.119120579,0.069345486,0.09317767,0.128654744,0.041514738,0.015277177,0.044239184,0.010341143,0.056028758,0.088317616,0.426437882,1.636768143,2.914070123,0.744228589,6.645662086,0.0916279,25.24332283
Varari_Col3_Dil8_Light,3,6/17/23,8,2,20.506,11,95.64062,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,0.09,13.55,2.78,3.81,0.065658142,0.081602651,0.05285662,0.080565343,0.115197507,0.017495543,0.013505454,0.038237866,0.009017884,0.041527177,0.094863384,0.560030502,1.249580061,2.692350285,0.656071437,5.445938258,0.089688376,21.43262057
Varari_Col3_Dil9_Light,3,6/17/23,9,4,19.2976,11,90.26563,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,0.13,22.86,3.21,5.31,0.076461099,0.144363436,0.06079772,0.097938422,0.164848298,0.029770244,0.017364882,0.043746896,0.011452002,0.051900371,0.133909788,0.619177434,1.143252101,2.773854572,0.620774961,8.009991851,0.104760712,28.6955812
Varari_Col3_Dil1_Dark,3,6/17/23,1,0,21.6406,10,88.76563,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.09,6/14/23,0.03,4.88,2.52,4.96,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil2_Dark,3,6/17/23,2,0.01,27.1727,11,132.0625,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,0.06,4.51,4.67,4.07,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil3_Dark,3,6/17/23,3,0.03,16.6391,15,61.47396,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,0.07,4.53,3.03,4.95,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil4_Dark,3,6/17/23,4,0.05,25.2192,11,96.69271,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,0.08,4.82,1.87,3.32,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil5_Dark,3,6/17/23,5,0.1,23.7116,10,95.69271,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,0.05,5.27,2.5,6.31,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil6_Dark,3,6/17/23,6,0.5,15.7236,3,46.25521,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,0.05,7.07,2.23,4.4,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil7_Dark,3,6/17/23,7,1,18.3135,11,56.53646,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,0.07,10.06,2.58,1.99,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil8_Dark,3,6/17/23,8,2,20.506,11,95.64062,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,0.09,13.55,2.78,3.81,,,,,,,,,,,,,,,,,,
Varari_Col3_Dil9_Dark,3,6/17/23,9,4,19.2976,11,90.26563,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,0.13,22.86,3.21,5.31,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil1_Light,BLANK,6/17/23,1,0,N/A,0,0,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil2_Light,BLANK,6/17/23,2,0.01,N/A,0,0,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil3_Light,BLANK,6/17/23,3,0.03,N/A,0,0,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil4_Light,BLANK,6/17/23,4,0.05,N/A,0,0,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil5_Light,BLANK,6/17/23,5,0.1,N/A,0,0,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil6_Light,BLANK,6/17/23,6,0.5,N/A,0,0,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil7_Light,BLANK,6/17/23,7,1,N/A,0,0,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil8_Light,BLANK,6/17/23,8,2,N/A,0,0,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil9_Light,BLANK,6/17/23,9,4,N/A,0,0,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_rerunBlankD1_Dil7_Light,BLANK,6/17/23,7,1,N/A,0,0,56.2,37.3,-75.8,8.06,69,4.42,27.714,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil1_Dark,BLANK,6/17/23,1,0,N/A,0,0,56.3,37.4,-77.4,8.09,70.3,4.51,27.764,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil2_Dark,BLANK,6/17/23,2,0.01,N/A,0,0,56.3,37.4,-76.3,8.07,69.5,4.45,27.81,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil3_Dark,BLANK,6/17/23,3,0.03,N/A,0,0,56.2,37.3,-75.5,8.06,69,4.41,27.795,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil4_Dark,BLANK,6/17/23,4,0.05,N/A,0,0,56.2,37.3,-76,8.07,69.1,4.41,27.816,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil5_Dark,BLANK,6/17/23,5,0.1,N/A,0,0,56,37.1,-76,8.07,68,4.36,27.818,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil6_Dark,BLANK,6/17/23,6,0.5,N/A,0,0,55.8,37,-75.5,8.06,68.4,4.39,27.829,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil7_Dark,BLANK,6/17/23,7,1,N/A,0,0,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil8_Dark,BLANK,6/17/23,8,2,N/A,0,0,54.3,35.9,-74,8.03,62.1,4,27.887,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD1_Dil9_Dark,BLANK,6/17/23,9,4,N/A,0,0,55.3,36.6,-75.9,8.06,67.6,4.34,27.793,8.09,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_rerunBlankD1_Dil7_Dark,BLANK,6/17/23,7,1,N/A,0,0,54.3,35.9,-74,8.03,62.1,4,27.887,8.1,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil1_Light,4,6/18/23,1,0,26.6907,10,100.39062,55,36.4,-77.8,8.09,75.8,4.81,28.695,,6/14/23,0.05,3.63,0.99,1.49,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil2_Light,4,6/18/23,2,0.01,36.2514,13,156.07813,55.5,36.7,-72.6,8.01,78,4.84,28.644,,6/14/23,0.07,3.65,3.26,3.59,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil3_Light,4,6/18/23,3,0.03,33.4728,12,126.47917,55.5,36.7,-75.5,8.06,76,4.79,28.724,,6/14/23,0.03,3.14,2.63,0.52,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil4_Light,4,6/18/23,4,0.05,NA,12,0,55.1,36.5,-75.8,8.06,75.8,4.74,28.809,,6/14/23,0.06,2.89,1.63,0.79,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil5_Light,4,6/18/23,5,0.1,24.1897,5,72.05729,55.4,36.6,-76.1,8.07,74.5,4.67,28.728,,6/14/23,0.03,3.33,3.14,4.89,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil6_Light,4,6/18/23,6,0.5,18.901,5,91.09896,55.2,36.5,-76.8,8.08,74.4,4.66,28.782,,6/14/23,0.02,4.82,2.84,1.24,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil7_Light,4,6/18/23,7,1,21.491,5,72.91146,54.7,36.1,-78.1,8.1,73.1,4.62,28.788,,6/14/23,0.04,8.07,1.08,0.48,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil8_Light,4,6/18/23,8,2,20.6091,10,82.91146,54.5,36,-76.4,8.07,72,4.53,28.741,,6/14/23,0.07,13.59,3.54,1.73,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil9_Light,4,6/18/23,9,4,29.938,11,123.58333,53.5,35.3,-76.1,8.06,71,4.51,28.826,,6/14/23,1.07,18.09,4.47,22.62,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil1_Dark,4,6/18/23,1,0,26.6907,10,100.39062,55,36.4,-77.8,8.09,75.8,4.81,28.695,,6/14/23,0.05,3.63,0.99,1.49,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil2_Dark,4,6/18/23,2,0.01,36.2514,13,156.07813,55.5,36.7,-72.6,8.01,78,4.84,28.644,,6/14/23,0.07,3.65,3.26,3.59,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil3_Dark,4,6/18/23,3,0.03,33.4728,12,126.47917,55.5,36.7,-75.5,8.06,76,4.79,28.724,,6/14/23,0.03,3.14,2.63,0.52,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil4_Dark,4,6/18/23,4,0.05,NA,12,0,55.1,36.5,-75.8,8.06,75.8,4.74,28.809,,6/14/23,0.06,2.89,1.63,0.79,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil5_Dark,4,6/18/23,5,0.1,24.1897,5,72.05729,55.4,36.6,-76.1,8.07,74.5,4.67,28.728,,6/14/23,0.03,3.33,3.14,4.89,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil6_Dark,4,6/18/23,6,0.5,18.901,5,91.09896,55.2,36.5,-76.8,8.08,74.4,4.66,28.782,,6/14/23,0.02,4.82,2.84,1.24,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil7_Dark,4,6/18/23,7,1,21.491,5,72.91146,54.7,36.1,-78.1,8.1,73.1,4.62,28.788,,6/14/23,0.04,8.07,1.08,0.48,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil8_Dark,4,6/18/23,8,2,20.6091,10,82.91146,54.5,36,-76.4,8.07,72,4.53,28.741,,6/14/23,0.07,13.59,3.54,1.73,,,,,,,,,,,,,,,,,,
Varari_Col4_Dil9_Dark,4,6/18/23,9,4,29.938,11,123.58333,53.5,35.3,-76.1,8.06,71,4.51,28.826,,6/14/23,1.07,18.09,4.47,22.62,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil1_Light,BLANK,6/18/23,1,0,N/A,0,0,55,36.4,-77.8,8.09,75.8,4.81,28.695,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil2_Light,BLANK,6/18/23,2,0.01,N/A,0,0,55.5,36.7,-72.6,8.01,78,4.84,28.644,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil3_Light,BLANK,6/18/23,3,0.03,N/A,0,0,55.5,36.7,-75.5,8.06,76,4.79,28.724,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil4_Light,BLANK,6/18/23,4,0.05,N/A,0,0,55.1,36.5,-75.8,8.06,75.8,4.74,28.809,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil5_Light,BLANK,6/18/23,5,0.1,N/A,0,0,55.4,36.6,-76.1,8.07,74.5,4.67,28.728,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil6_Light,BLANK,6/18/23,6,0.5,N/A,0,0,55.2,36.5,-76.8,8.08,74.4,4.66,28.782,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil7_Light,BLANK,6/18/23,7,1,N/A,0,0,54.7,36.1,-78.1,8.1,73.1,4.62,28.788,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil8_Light,BLANK,6/18/23,8,2,N/A,0,0,54.5,36,-76.4,8.07,72,4.53,28.741,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil9_Light,BLANK,6/18/23,9,4,N/A,0,0,53.5,35.3,-76.1,8.06,71,4.51,28.826,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil1_Dark,BLANK,6/18/23,1,0,N/A,0,0,55,36.4,-77.8,8.09,75.8,4.81,28.695,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil2_Dark,BLANK,6/18/23,2,0.01,N/A,0,0,55.5,36.7,-72.6,8.01,78,4.84,28.644,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil3_Dark,BLANK,6/18/23,3,0.03,N/A,0,0,55.5,36.7,-75.5,8.06,76,4.79,28.724,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil4_Dark,BLANK,6/18/23,4,0.05,N/A,0,0,55.1,36.5,-75.8,8.06,75.8,4.74,28.809,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil5_Dark,BLANK,6/18/23,5,0.1,N/A,0,0,55.4,36.6,-76.1,8.07,74.5,4.67,28.728,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil6_Dark,BLANK,6/18/23,6,0.5,N/A,0,0,55.2,36.5,-76.8,8.08,74.4,4.66,28.782,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil7_Dark,BLANK,6/18/23,7,1,N/A,0,0,54.7,36.1,-78.1,8.1,73.1,4.62,28.788,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil8_Dark,BLANK,6/18/23,8,2,N/A,0,0,54.5,36,-76.4,8.07,72,4.53,28.741,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_BlankD2_Dil9_Dark,BLANK,6/18/23,9,4,N/A,0,0,53.5,35.3,-76.1,8.06,71,4.51,28.826,,6/14/23,,,,,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil1_Light,5,6/21/23,1,0,16.1931,5,53.38021,55.1,36.4,-77.6,8.09,70.41,4.24,29.092,8.14,6/14/23,0.1,2.27,0.48,6.9,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil2_Light,5,6/21/23,2,0.01,16.9069,11,61.73437,55.1,36.4,-79,8.11,61.4,3.91,29.187,8.15,6/14/23,0.04,1.78,0.52,1.77,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil3_Light,5,6/21/23,3,0.03,19.424,9,69.38021,55,36.3,-79.4,8.12,64.2,4.02,29.115,8.16,6/14/23,0.04,1.93,1.79,7.35,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil4_Light,5,6/21/23,4,0.05,20.1844,10,70.35938,55,36.3,-78.9,8.11,65.1,4.04,29.11,8.15,6/14/23,0.04,1.86,0.28,0.22,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil5_Light,5,6/21/23,5,0.1,19.9081,10,73.73437,55,36.3,-79.2,8.12,65.5,4.13,29.156,8.15,6/14/23,0.27,2.63,1.32,9.69,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil6_Light,5,6/21/23,6,0.5,30.8928,13,126.63021,54.8,36.2,-77.9,8.09,66,4.15,29.155,8.16,6/14/23,0.05,4.94,0.29,5.38,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil7_Light,5,6/21/23,7,1,26.7096,12,110.69271,54.6,36,-77.6,8.09,66.6,4.19,29.13,8.15,6/14/23,0.2,5.55,3.05,15.29,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil8_Light,5,6/21/23,8,2,22.3494,11,96.80208,54.3,35.9,-78.5,8.1,67.5,4.25,28.909,8.14,6/14/23,0.07,9.9,1.02,5.44,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil9_Light,5,6/21/23,9,4,18.6488,7,72.02083,53.2,35,-78.6,8.11,68,4.3,29.067,8.14,6/14/23,0.07,19.77,3.24,3.75,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil1_Dark,5,6/21/23,1,0,16.1931,5,53.38021,55.1,36.4,-77.6,8.09,70.41,4.24,29.092,8.14,6/14/23,0.1,2.27,0.48,6.9,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil2_Dark,5,6/21/23,2,0.01,16.9069,11,61.73437,55.1,36.4,-79,8.11,61.4,3.91,29.187,8.15,6/14/23,0.04,1.78,0.52,1.77,,,,,,,,,,,,,,,,,,
Varari_Col5_Dil3_Dark,5,6/21/23,3,0.03,19.424,9,69.38021,55,36.3,-79.4,8.12,64.2,4.02,29.115,8.16,6/14/23,0.04,1.93,1.79,7.35,,,,,,,,,,,,,,,,,,
