"id","porB","Favites","porM","PorLob","Mtub","gal","pec","gon","Faviidae","san","fun","pla","AcrpBr","myc","HCBr","Favia","MoAeq","pac","*MOBR","lob","HCEn","poc","*MOEN","dip","PorE","*MOFO","mer","TurbEnc","lep","turb","PorRus","eph","PorP","AcrpTab","mtp","sym","mon","cyp","HCP","HCMa","Alveo","psa","Astreo","Dis-AcroWS","AcrpDi","Ech_lam","HCFo","lepta","hydno","pav","phy","gop","SiteName","Year","Quadrat","MeanSA","MinSA","MaxSA","RangeSA","SdSA","MeanRug","MinRug","MaxRug","RangeRug","SdRug","MeanFD","MinFD","MaxFD","RangeFD","SdFD","MeanHR","MinHR","MaxHR","RangeHR","SdHR","MeanDepth","MinDepth","MaxDepth","RangeDepth","SdDepth","MinSpeed","MaxSpeed","MeanSpeed","MeanFlowDir","AverageDirection","minTemp","maxTemp","meanTemp","TempRange","FlowRange","richness","shannon","evenness"
"Oki07 Quadrat103",0,0,0,0,0,3,0,0,3,0,0,1,4,0,0,1,0,0,0,1,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat103",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,30,1.95646320382668,0.5752277754814
"Oki07 Quadrat111",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,13,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat111",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,40,1.73898725707503,0.471413413939472
"Oki07 Quadrat114",1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,0,0,0,8,3,2,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat114",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,57,1.80387572456195,0.44616691826619
"Oki07 Quadrat122",0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,5,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat122",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,28,1.90566669448478,0.57189367839388
"Oki07 Quadrat13",1,0,1,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat13",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,24,1.63150167437282,0.51336502194936
"Oki07 Quadrat18",0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat18",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,64,0.69506397670207,0.167127558714773
"Oki07 Quadrat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki07","2025","Quadrat1",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,16,0.822265337328788,0.296569531114783
"Oki07 Quadrat20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Oki07","2025","Quadrat20",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,25,0.92565042625691,0.287569473511707
"Oki07 Quadrat24",0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,4,0,2,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,"Oki07","2025","Quadrat24",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,31,2.1221271361431,0.61797758983242
"Oki07 Quadrat29",0,0,3,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"Oki07","2025","Quadrat29",2.43482374990955,2.18787930638339,3.12245922748398,0.93457992110059,0.272809880313943,2.43500942600358,2.1886229045773,3.12087789061292,0.93225498603562,0.272482060819571,2.49654175677698,2.27467220211409,2.64124088514791,0.36656868303382,0.110752129338557,0.362363147735596,0.309677124023438,0.519955635070801,0.210278511047363,0.0579188804240541,8.860901121448,8.72295963934601,9.14395902750069,0.42099938815468,0.124481757660188,0.65,25.01,6.28,"169.02˚","S",27.36,30.35,29.25,2.99,24.36,70,1.36453259492751,0.321180210212333
"Oki09 Quadrat101",0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oki09","2025","Quadrat101",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,18,1.87896749318881,0.650078138929945
"Oki09 Quadrat102",0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki09","2025","Quadrat102",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,15,1.80189240065887,0.665383677128836
"Oki09 Quadrat108",0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Oki09","2025","Quadrat108",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,13,1.67159527802125,0.651706932598306
"Oki09 Quadrat109",1,0,1,1,0,0,0,0,4,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki09","2025","Quadrat109",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,29,1.40158406586787,0.416234312823503
"Oki09 Quadrat110",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"Oki09","2025","Quadrat110",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,18,1.77288179847301,0.613375007429304
"Oki09 Quadrat12",0,0,3,0,0,1,0,0,0,0,0,1,3,0,0,4,0,2,0,0,2,2,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Oki09","2025","Quadrat12",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,30,2.25727868318194,0.663671769051761
"Oki09 Quadrat1",0,0,1,0,0,1,0,0,5,0,0,0,2,0,0,4,0,0,0,1,6,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Oki09","2025","Quadrat1",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,31,2.29970649137454,0.669689883634653
"Oki09 Quadrat21",0,0,4,0,0,0,0,0,5,0,1,1,3,0,0,1,0,0,0,1,0,3,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,"Oki09","2025","Quadrat21",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,40,2.3254080332997,0.630383308054793
"Oki09 Quadrat29",0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,4,3,0,0,0,1,1,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki09","2025","Quadrat29",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,28,1.97737269486562,0.593412765881422
"Oki09 Quadrat35",0,0,6,0,0,0,0,0,2,1,0,0,3,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Oki09","2025","Quadrat35",3.05973590116581,1.79809805227082,7.26935599786123,5.47125794559041,1.59685003058334,3.05872784071447,1.79778086166406,7.2603416655066,5.46256080384254,1.59370033723909,2.19777228725326,2.01696099977013,2.4996110343261,0.48265003455597,0.151168211414907,1.16317110061645,0.510767936706543,2.58380603790283,2.07303810119629,0.673741822240156,11.8228604796607,9.46200653907044,12.9429308719725,3.48092433290206,0.945499740429186,0.01,18.67,2.28,"196.68˚","S",26.64,30.32,29.11,3.68,18.66,26,1.9110096469313,0.586541750568196
"Oki11 Quadrat23",5,0,94,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"Oki11","2025","Quadrat23",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,118,0.890846853133176,0.186733545236802
"Oki11 Quadrat33",29,0,81,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,"Oki11","2025","Quadrat33",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,136,1.36777424232831,0.278418548451196
"Oki11 Quadrat101",5,0,27,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Oki11","2025","Quadrat101",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,70,1.65409776276564,0.389337322634671
"Oki11 Quadrat110",4,0,56,0,0,1,0,0,2,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat110",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,86,1.27575861394,0.286407531584486
"Oki11 Quadrat116",13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat116",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,84,1.20780828861477,0.272592694180015
"Oki11 Quadrat11",29,0,34,0,0,0,0,0,3,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat11",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,77,1.32839373093503,0.305813359929034
"Oki11 Quadrat21",9,0,28,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat21",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,45,1.23223279636651,0.323704242148575
"Oki11 Quadrat24",9,0,22,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,3,0,1,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat24",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,55,1.71903357366072,0.428971960703337
"Oki11 Quadrat25",3,0,10,0,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,2,0,1,1,0,0,0,1,0,0,4,24,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat25",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,62,2.04346915722591,0.495130268747861
"Oki11 Quadrat29",0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat29",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,40,1.92683850931117,0.522337076415524
"Oki11 Quadrat40",6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat40",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,75,0.974646424968149,0.225743858312524
"Oki11 Quadrat41",15,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Oki11","2025","Quadrat41",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,51,1.99710282655142,0.507932704321794
"Oki11 Quadrat47",11,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat47",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,35,1.62893304362424,0.458164155928476
"Oki11 Quadrat67",0,0,48,0,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oki11","2025","Quadrat67",2.81096887790263,1.91948617382655,3.9746452595187,2.05515908569215,0.699590067980543,2.81096887790264,1.91948617382663,3.97464525951876,2.05515908569213,0.699590067980547,2.29405749654,2.06252076335953,2.49994104389523,0.4374202805357,0.162225466658675,0.779022884368896,0.52100944519043,1.12747287750244,0.60646343231201,0.202380585338746,10.9646712331815,10.0669170112791,11.8625600639582,1.7956430526791,0.623534813662293,0,14.94,0.8,"215.22˚","SW",27.43,30.3,29.17,2.87,14.94,67,1.04557179390068,0.248667831051139
